Jan-49, Canada, Alcoholic beverages, 2.257
Feb-04, Newfoundland and Labrador, Alcoholic beverages, 3.257
Feb-04, Prince Edward Island, Education and reading, 5.247
Feb-04, Prince Edward Island, Alcoholic beverages, 5.257
Feb-04, Nova Scotia, Education and reading, 7.247
Feb-04, Nova Scotia, Alcoholic beverages, 7.257
Feb-04, New Brunswick, Education and reading, 9.247
Feb-04, New Brunswick, Alcoholic beverages, 9.257
Feb-04, Quebec, Education and reading, 11.247
Feb-04, Quebec, Alcoholic beverages, 11.257
Feb-04, Ontario, Education and reading, 14.247
Feb-04, Ontario, Alcoholic beverages, 14.257
Feb-04, Manitoba, Education and reading, 18.247
Feb-04, Manitoba, Alcoholic beverages, 18.257
Feb-04, Saskatchewan, Education and reading, 20.247
Feb-04, Saskatchewan, Alcoholic beverages, 20.257
Feb-04, Alberta, Education and reading, 23.247
Feb-04, Alberta, Alcoholic beverages, 23.257
Feb-04, British Columbia, Education and reading, 26.247
Feb-04, British Columbia, Alcoholic beverages, 26.257
Feb-04, Whitehorse Yukon, Education and reading, 29.247
Feb-04, Whitehorse Yukon, Alcoholic beverages, 29.257
Feb-04, Yellowknife Northwest Territories, Education and reading, 30.247
Feb-04, Yellowknife Northwest Territories, Alcoholic beverages, 30.257
Mar-04, Canada, Education and reading, 2.247
Mar-04, Canada, Alcoholic beverages, 2.257
Mar-04, Newfoundland and Labrador, Education and reading, 3.247
Mar-04, Newfoundland and Labrador, Alcoholic beverages, 3.257
Mar-04, Prince Edward Island, Education and reading, 5.247
Mar-04, Prince Edward Island, Alcoholic beverages, 5.257
Mar-04, Nova Scotia, Education and reading, 7.247
Mar-04, Nova Scotia, Alcoholic beverages, 7.257
Mar-04, New Brunswick, Education and reading, 9.247
Mar-04, New Brunswick, Alcoholic beverages, 9.257
Mar-04, Quebec, Education and reading, 11.247
Mar-04, Quebec, Alcoholic beverages, 11.257
Mar-04, Ontario, Education and reading, 14.247
Mar-04, Ontario, Alcoholic beverages, 14.257
Mar-04, Manitoba, Education and reading, 18.247
Mar-04, Manitoba, Alcoholic beverages, 18.257
Mar-04, Saskatchewan, Education and reading, 20.247
Mar-04, Saskatchewan, Alcoholic beverages, 20.257
Mar-04, Alberta, Education and reading, 23.247
Mar-04, Alberta, Alcoholic beverages, 23.257
Mar-04, British Columbia, Education and reading, 26.247
Mar-04, British Columbia, Alcoholic beverages, 26.257
Mar-04, Whitehorse Yukon, Education and reading, 29.247
Mar-04, Whitehorse Yukon, Alcoholic beverages, 29.257
Mar-04, Yellowknife Northwest Territories, Education and reading, 30.247
Mar-04, Yellowknife Northwest Territories, Alcoholic beverages, 30.257
Apr-04, Canada, Education and reading, 2.247
Apr-04, Canada, Alcoholic beverages, 2.257
Apr-04, Newfoundland and Labrador, Education and reading, 3.247
Apr-04, Newfoundland and Labrador, Alcoholic beverages, 3.257
Apr-04, Prince Edward Island, Education and reading, 5.247
Apr-04, Prince Edward Island, Alcoholic beverages, 5.257
Apr-04, Nova Scotia, Education and reading, 7.247
Apr-04, Nova Scotia, Alcoholic beverages, 7.257
Apr-04, New Brunswick, Education and reading, 9.247
Apr-04, New Brunswick, Alcoholic beverages, 9.257
Apr-04, Quebec, Education and reading, 11.247
Apr-04, Quebec, Alcoholic beverages, 11.257
Apr-04, Ontario, Education and reading, 14.247
Apr-04, Ontario, Alcoholic beverages, 14.257
Apr-04, Manitoba, Education and reading, 18.247
Apr-04, Manitoba, Alcoholic beverages, 18.257
Apr-04, Saskatchewan, Education and reading, 20.247
Apr-04, Saskatchewan, Alcoholic beverages, 20.257
Apr-04, Alberta, Education and reading, 23.247
Apr-04, Alberta, Alcoholic beverages, 23.257
Apr-04, British Columbia, Education and reading, 26.247
Apr-04, British Columbia, Alcoholic beverages, 26.257
Apr-04, Whitehorse Yukon, Education and reading, 29.247
Apr-04, Whitehorse Yukon, Alcoholic beverages, 29.257
Apr-04, Yellowknife Northwest Territories, Education and reading, 30.247
Apr-04, Yellowknife Northwest Territories, Alcoholic beverages, 30.257
May-04, Canada, Education and reading, 2.247
May-04, Canada, Alcoholic beverages, 2.257
May-04, Newfoundland and Labrador, Education and reading, 3.247
May-04, Newfoundland and Labrador, Alcoholic beverages, 3.257
May-04, Prince Edward Island, Education and reading, 5.247
May-04, Prince Edward Island, Alcoholic beverages, 5.257
May-04, Nova Scotia, Education and reading, 7.247
May-04, Nova Scotia, Alcoholic beverages, 7.257
May-04, New Brunswick, Education and reading, 9.247
May-04, New Brunswick, Alcoholic beverages, 9.257
May-04, Quebec, Education and reading, 11.247
May-04, Quebec, Alcoholic beverages, 11.257
May-04, Ontario, Education and reading, 14.247
May-04, Ontario, Alcoholic beverages, 14.257
May-04, Manitoba, Education and reading, 18.247
May-04, Manitoba, Alcoholic beverages, 18.257
May-04, Saskatchewan, Education and reading, 20.247
May-04, Saskatchewan, Alcoholic beverages, 20.257
May-04, Alberta, Education and reading, 23.247
May-04, Alberta, Alcoholic beverages, 23.257
May-04, British Columbia, Education and reading, 26.247
May-04, British Columbia, Alcoholic beverages, 26.257
May-04, Whitehorse Yukon, Education and reading, 29.247
May-04, Whitehorse Yukon, Alcoholic beverages, 29.257
May-04, Yellowknife Northwest Territories, Education and reading, 30.247
May-04, Yellowknife Northwest Territories, Alcoholic beverages, 30.257
Jun-04, Canada, Education and reading, 2.247
Jun-04, Canada, Alcoholic beverages, 2.257
Jun-04, Newfoundland and Labrador, Education and reading, 3.247
Jun-04, Newfoundland and Labrador, Alcoholic beverages, 3.257
Jun-04, Prince Edward Island, Education and reading, 5.247
Jun-04, Prince Edward Island, Alcoholic beverages, 5.257
Jun-04, Nova Scotia, Education and reading, 7.247
Jun-04, Nova Scotia, Alcoholic beverages, 7.257
Jun-04, New Brunswick, Education and reading, 9.247
Jun-04, New Brunswick, Alcoholic beverages, 9.257
Jun-04, Quebec, Education and reading, 11.247
Jun-04, Quebec, Alcoholic beverages, 11.257
Jun-04, Ontario, Education and reading, 14.247
Jun-04, Ontario, Alcoholic beverages, 14.257
Jun-04, Manitoba, Education and reading, 18.247
Jun-04, Manitoba, Alcoholic beverages, 18.257
Jun-04, Saskatchewan, Education and reading, 20.247
Jun-04, Saskatchewan, Alcoholic beverages, 20.257
Jun-04, Alberta, Education and reading, 23.247
Jun-04, Alberta, Alcoholic beverages, 23.257
Jun-04, British Columbia, Education and reading, 26.247
Jun-04, British Columbia, Alcoholic beverages, 26.257
Jun-04, Whitehorse Yukon, Education and reading, 29.247
Jun-04, Whitehorse Yukon, Alcoholic beverages, 29.257
Jun-04, Yellowknife Northwest Territories, Education and reading, 30.247
Jun-04, Yellowknife Northwest Territories, Alcoholic beverages, 30.257
Jul-04, Canada, Education and reading, 2.247
Jul-04, Canada, Alcoholic beverages, 2.257
Jul-04, Newfoundland and Labrador, Education and reading, 3.247
Jul-04, Newfoundland and Labrador, Alcoholic beverages, 3.257
Jul-04, Prince Edward Island, Education and reading, 5.247
Jul-04, Prince Edward Island, Alcoholic beverages, 5.257
Jul-04, Nova Scotia, Education and reading, 7.247
Jul-04, Nova Scotia, Alcoholic beverages, 7.257
Jul-04, New Brunswick, Education and reading, 9.247
Jul-04, New Brunswick, Alcoholic beverages, 9.257
Jul-04, Quebec, Education and reading, 11.247
Jul-04, Quebec, Alcoholic beverages, 11.257
Jul-04, Ontario, Education and reading, 14.247
Jul-04, Ontario, Alcoholic beverages, 14.257
Jul-04, Manitoba, Education and reading, 18.247
Jul-04, Manitoba, Alcoholic beverages, 18.257
Jul-04, Saskatchewan, Education and reading, 20.247
Jul-04, Saskatchewan, Alcoholic beverages, 20.257
Jul-04, Alberta, Education and reading, 23.247
Jul-04, Alberta, Alcoholic beverages, 23.257
Jul-04, British Columbia, Education and reading, 26.247
Jul-04, British Columbia, Alcoholic beverages, 26.257
Jul-04, Whitehorse Yukon, Education and reading, 29.247
Jul-04, Whitehorse Yukon, Alcoholic beverages, 29.257
Jul-04, Yellowknife Northwest Territories, Education and reading, 30.247
Jul-04, Yellowknife Northwest Territories, Alcoholic beverages, 30.257
Aug-04, Canada, Education and reading, 2.247
Aug-04, Canada, Alcoholic beverages, 2.257
Aug-04, Newfoundland and Labrador, Education and reading, 3.247
Aug-04, Newfoundland and Labrador, Alcoholic beverages, 3.257
Aug-04, Prince Edward Island, Education and reading, 5.247
Aug-04, Prince Edward Island, Alcoholic beverages, 5.257
Aug-04, Nova Scotia, Education and reading, 7.247
Aug-04, Nova Scotia, Alcoholic beverages, 7.257
Aug-04, New Brunswick, Education and reading, 9.247
Aug-04, New Brunswick, Alcoholic beverages, 9.257
Aug-04, Quebec, Education and reading, 11.247
Aug-04, Quebec, Alcoholic beverages, 11.257
Aug-04, Ontario, Education and reading, 14.247
Aug-04, Ontario, Alcoholic beverages, 14.257
Aug-04, Manitoba, Education and reading, 18.247
Aug-04, Manitoba, Alcoholic beverages, 18.257
Aug-04, Saskatchewan, Education and reading, 20.247
Aug-04, Saskatchewan, Alcoholic beverages, 20.257
Aug-04, Alberta, Education and reading, 23.247
Aug-04, Alberta, Alcoholic beverages, 23.257
Aug-04, British Columbia, Education and reading, 26.247
Aug-04, British Columbia, Alcoholic beverages, 26.257
Aug-04, Whitehorse Yukon, Education and reading, 29.247
Aug-04, Whitehorse Yukon, Alcoholic beverages, 29.257
Aug-04, Yellowknife Northwest Territories, Education and reading, 30.247
Aug-04, Yellowknife Northwest Territories, Alcoholic beverages, 30.257
Sep-04, Canada, Education and reading, 2.247
Sep-04, Canada, Alcoholic beverages, 2.257
Sep-04, Newfoundland and Labrador, Education and reading, 3.247
Sep-04, Newfoundland and Labrador, Alcoholic beverages, 3.257
Sep-04, Prince Edward Island, Education and reading, 5.247
Sep-04, Prince Edward Island, Alcoholic beverages, 5.257
Sep-04, Nova Scotia, Education and reading, 7.247
Sep-04, Nova Scotia, Alcoholic beverages, 7.257
Sep-04, New Brunswick, Education and reading, 9.247
Sep-04, New Brunswick, Alcoholic beverages, 9.257
Sep-04, Quebec, Education and reading, 11.247
Sep-04, Quebec, Alcoholic beverages, 11.257
Sep-04, Ontario, Education and reading, 14.247
Sep-04, Ontario, Alcoholic beverages, 14.257
Sep-04, Manitoba, Education and reading, 18.247
Sep-04, Manitoba, Alcoholic beverages, 18.257
Sep-04, Saskatchewan, Education and reading, 20.247
Sep-04, Saskatchewan, Alcoholic beverages, 20.257
Sep-04, Alberta, Education and reading, 23.247
Sep-04, Alberta, Alcoholic beverages, 23.257
Sep-04, British Columbia, Education and reading, 26.247
Sep-04, British Columbia, Alcoholic beverages, 26.257
Sep-04, Whitehorse Yukon, Education and reading, 29.247
Sep-04, Whitehorse Yukon, Alcoholic beverages, 29.257
Sep-04, Yellowknife Northwest Territories, Education and reading, 30.247
Sep-04, Yellowknife Northwest Territories, Alcoholic beverages, 30.257
Oct-04, Canada, Education and reading, 2.247
Oct-04, Canada, Alcoholic beverages, 2.257
Oct-04, Newfoundland and Labrador, Education and reading, 3.247
Oct-04, Newfoundland and Labrador, Alcoholic beverages, 3.257
Oct-04, Prince Edward Island, Education and reading, 5.247
Oct-04, Prince Edward Island, Alcoholic beverages, 5.257
Oct-04, Nova Scotia, Education and reading, 7.247
Oct-04, Nova Scotia, Alcoholic beverages, 7.257
Oct-04, New Brunswick, Education and reading, 9.247
Oct-04, New Brunswick, Alcoholic beverages, 9.257
Oct-04, Quebec, Education and reading, 11.247
Oct-04, Quebec, Alcoholic beverages, 11.257
Oct-04, Ontario, Education and reading, 14.247
Oct-04, Ontario, Alcoholic beverages, 14.257
Oct-04, Manitoba, Education and reading, 18.247
Oct-04, Manitoba, Alcoholic beverages, 18.257
Oct-04, Saskatchewan, Education and reading, 20.247
Oct-04, Saskatchewan, Alcoholic beverages, 20.257
Oct-04, Alberta, Education and reading, 23.247
Oct-04, Alberta, Alcoholic beverages, 23.257
Oct-04, British Columbia, Education and reading, 26.247
Oct-04, British Columbia, Alcoholic beverages, 26.257
Oct-04, Whitehorse Yukon, Education and reading, 29.247
Oct-04, Whitehorse Yukon, Alcoholic beverages, 29.257
Oct-04, Yellowknife Northwest Territories, Education and reading, 30.247
Oct-04, Yellowknife Northwest Territories, Alcoholic beverages, 30.257
Nov-04, Canada, Education and reading, 2.247
Nov-04, Canada, Alcoholic beverages, 2.257
Nov-04, Newfoundland and Labrador, Education and reading, 3.247
Nov-04, Newfoundland and Labrador, Alcoholic beverages, 3.257
Nov-04, Prince Edward Island, Education and reading, 5.247
Nov-04, Prince Edward Island, Alcoholic beverages, 5.257
Nov-04, Nova Scotia, Education and reading, 7.247
Nov-04, Nova Scotia, Alcoholic beverages, 7.257
Nov-04, New Brunswick, Education and reading, 9.247
Nov-04, New Brunswick, Alcoholic beverages, 9.257
Nov-04, Quebec, Education and reading, 11.247
Nov-04, Quebec, Alcoholic beverages, 11.257
Nov-04, Ontario, Education and reading, 14.247
Nov-04, Ontario, Alcoholic beverages, 14.257
Nov-04, Manitoba, Education and reading, 18.247
Nov-04, Manitoba, Alcoholic beverages, 18.257
Nov-04, Saskatchewan, Education and reading, 20.247
Nov-04, Saskatchewan, Alcoholic beverages, 20.257
Nov-04, Alberta, Education and reading, 23.247
Nov-04, Alberta, Alcoholic beverages, 23.257
Nov-04, British Columbia, Education and reading, 26.247
Nov-04, British Columbia, Alcoholic beverages, 26.257
Nov-04, Whitehorse Yukon, Education and reading, 29.247
Nov-04, Whitehorse Yukon, Alcoholic beverages, 29.257
Nov-04, Yellowknife Northwest Territories, Education and reading, 30.247
Nov-04, Yellowknife Northwest Territories, Alcoholic beverages, 30.257
Dec-04, Canada, Education and reading, 2.247
Dec-04, Canada, Alcoholic beverages, 2.257
Dec-04, Newfoundland and Labrador, Education and reading, 3.247
Dec-04, Newfoundland and Labrador, Alcoholic beverages, 3.257
Dec-04, Prince Edward Island, Education and reading, 5.247
Dec-04, Prince Edward Island, Alcoholic beverages, 5.257
Dec-04, Nova Scotia, Education and reading, 7.247
Dec-04, Nova Scotia, Alcoholic beverages, 7.257
Dec-04, New Brunswick, Education and reading, 9.247
Dec-04, New Brunswick, Alcoholic beverages, 9.257
Dec-04, Quebec, Education and reading, 11.247
Dec-04, Quebec, Alcoholic beverages, 11.257
Dec-04, Ontario, Education and reading, 14.247
Dec-04, Ontario, Alcoholic beverages, 14.257
Dec-04, Manitoba, Education and reading, 18.247
Dec-04, Manitoba, Alcoholic beverages, 18.257
Dec-04, Saskatchewan, Education and reading, 20.247
Dec-04, Saskatchewan, Alcoholic beverages, 20.257
Dec-04, Alberta, Education and reading, 23.247
Dec-04, Alberta, Alcoholic beverages, 23.257
Dec-04, British Columbia, Education and reading, 26.247
Dec-04, British Columbia, Alcoholic beverages, 26.257
Dec-04, Whitehorse Yukon, Education and reading, 29.247
Dec-04, Whitehorse Yukon, Alcoholic beverages, 29.257
Dec-04, Yellowknife Northwest Territories, Education and reading, 30.247
Dec-04, Yellowknife Northwest Territories, Alcoholic beverages, 30.257
Jan-05, Canada, Education and reading, 2.247
Jan-05, Canada, Alcoholic beverages, 2.257
Jan-05, Newfoundland and Labrador, Education and reading, 3.247
Jan-05, Newfoundland and Labrador, Alcoholic beverages, 3.257
Jan-05, Prince Edward Island, Education and reading, 5.247
Jan-05, Prince Edward Island, Alcoholic beverages, 5.257
Jan-05, Nova Scotia, Education and reading, 7.247
Jan-05, Nova Scotia, Alcoholic beverages, 7.257
Jan-05, New Brunswick, Education and reading, 9.247
Jan-05, New Brunswick, Alcoholic beverages, 9.257
Jan-05, Quebec, Education and reading, 11.247
Jan-05, Quebec, Alcoholic beverages, 11.257
Jan-05, Ontario, Education and reading, 14.247
Jan-05, Ontario, Alcoholic beverages, 14.257
Jan-05, Manitoba, Education and reading, 18.247
Jan-05, Manitoba, Alcoholic beverages, 18.257
Jan-05, Saskatchewan, Education and reading, 20.247
Jan-05, Saskatchewan, Alcoholic beverages, 20.257
Jan-05, Alberta, Education and reading, 23.247
Jan-05, Alberta, Alcoholic beverages, 23.257
Jan-05, British Columbia, Education and reading, 26.247
Jan-05, British Columbia, Alcoholic beverages, 26.257
Jan-05, Whitehorse Yukon, Education and reading, 29.247
Jan-05, Whitehorse Yukon, Alcoholic beverages, 29.257
Jan-05, Yellowknife Northwest Territories, Education and reading, 30.247
Jan-05, Yellowknife Northwest Territories, Alcoholic beverages, 30.257
Feb-05, Canada, Education and reading, 2.247
Feb-05, Canada, Alcoholic beverages, 2.257
Feb-05, Newfoundland and Labrador, Education and reading, 3.247
Feb-05, Newfoundland and Labrador, Alcoholic beverages, 3.257
Feb-05, Prince Edward Island, Education and reading, 5.247
Feb-05, Prince Edward Island, Alcoholic beverages, 5.257
Feb-05, Nova Scotia, Education and reading, 7.247
Feb-05, Nova Scotia, Alcoholic beverages, 7.257
Feb-05, New Brunswick, Education and reading, 9.247
Feb-05, New Brunswick, Alcoholic beverages, 9.257
Feb-05, Quebec, Education and reading, 11.247
Feb-05, Quebec, Alcoholic beverages, 11.257
Feb-05, Ontario, Education and reading, 14.247
Feb-05, Ontario, Alcoholic beverages, 14.257
Feb-05, Manitoba, Education and reading, 18.247
Feb-05, Manitoba, Alcoholic beverages, 18.257
Feb-05, Saskatchewan, Education and reading, 20.247
Feb-05, Saskatchewan, Alcoholic beverages, 20.257
Feb-05, Alberta, Education and reading, 23.247
Feb-05, Alberta, Alcoholic beverages, 23.257
Feb-05, British Columbia, Education and reading, 26.247
Feb-05, British Columbia, Alcoholic beverages, 26.257
Feb-05, Whitehorse Yukon, Education and reading, 29.247
Feb-05, Whitehorse Yukon, Alcoholic beverages, 29.257
