Jan-49, Canada, Rented accommodation,2.8
Aug-94, Montréal Quebec, Owned accommodation,13.84
Aug-94, Ontario, Rented accommodation,14.8
Aug-94, Ontario, Owned accommodation,14.84
Aug-94, Ottawa-Gatineau Ontario part Ontario/Quebec, Rented accommodation,15.8
Aug-94, Ottawa-Gatineau Ontario part Ontario/Quebec, Owned accommodation,15.84
Aug-94, Toronto Ontario, Rented accommodation,16.8
Aug-94, Toronto Ontario, Owned accommodation,16.84
Aug-94, Thunder Bay Ontario, Rented accommodation,17.8
Aug-94, Thunder Bay Ontario, Owned accommodation,17.84
Aug-94, Manitoba, Rented accommodation,18.8
Aug-94, Manitoba, Owned accommodation,18.84
Aug-94, Winnipeg Manitoba, Rented accommodation,19.8
Aug-94, Winnipeg Manitoba, Owned accommodation,19.84
Aug-94, Saskatchewan, Rented accommodation,20.8
Aug-94, Saskatchewan, Owned accommodation,20.84
Aug-94, Regina Saskatchewan, Rented accommodation,21.8
Aug-94, Regina Saskatchewan, Owned accommodation,21.84
Aug-94, Saskatoon Saskatchewan, Rented accommodation,22.8
Aug-94, Saskatoon Saskatchewan, Owned accommodation,22.84
Aug-94, Alberta, Rented accommodation,23.8
Aug-94, Alberta, Owned accommodation,23.84
Aug-94, Edmonton Alberta, Rented accommodation,24.8
Aug-94, Edmonton Alberta, Owned accommodation,24.84
Aug-94, Calgary Alberta, Rented accommodation,25.8
Aug-94, Calgary Alberta, Owned accommodation,25.84
Aug-94, British Columbia, Rented accommodation,26.8
Aug-94, British Columbia, Owned accommodation,26.84
Aug-94, Vancouver British Columbia, Rented accommodation,27.8
Aug-94, Vancouver British Columbia, Owned accommodation,27.84
Aug-94, Victoria British Columbia, Rented accommodation,28.8
Aug-94, Victoria British Columbia, Owned accommodation,28.84
Sep-94, Canada, Rented accommodation,2.8
Sep-94, Canada, Owned accommodation,2.84
Sep-94, Newfoundland and Labrador, Rented accommodation,3.8
Sep-94, Newfoundland and Labrador, Owned accommodation,3.84
Sep-94, St. John's Newfoundland and Labrador, Rented accommodation,4.8
Sep-94, St. John's Newfoundland and Labrador, Owned accommodation,4.84
Sep-94, Prince Edward Island, Rented accommodation,5.8
Sep-94, Prince Edward Island, Owned accommodation,5.84
Sep-94, Charlottetown and Summerside Prince Edward Island, Rented accommodation,6.8
Sep-94, Charlottetown and Summerside Prince Edward Island, Owned accommodation,6.84
Sep-94, Nova Scotia, Rented accommodation,7.8
Sep-94, Nova Scotia, Owned accommodation,7.84
Sep-94, Halifax Nova Scotia, Rented accommodation,8.8
Sep-94, Halifax Nova Scotia, Owned accommodation,8.84
Sep-94, New Brunswick, Rented accommodation,9.8
Sep-94, New Brunswick, Owned accommodation,9.84
Sep-94, Saint John New Brunswick, Rented accommodation,10.8
Sep-94, Saint John New Brunswick, Owned accommodation,10.84
Sep-94, Quebec, Rented accommodation,11.8
Sep-94, Quebec, Owned accommodation,11.84
Sep-94, Québec Quebec, Rented accommodation,12.8
Sep-94, Québec Quebec, Owned accommodation,12.84
Sep-94, Montréal Quebec, Rented accommodation,13.8
Sep-94, Montréal Quebec, Owned accommodation,13.84
Sep-94, Ontario, Rented accommodation,14.8
Sep-94, Ontario, Owned accommodation,14.84
Sep-94, Ottawa-Gatineau Ontario part Ontario/Quebec, Rented accommodation,15.8
Sep-94, Ottawa-Gatineau Ontario part Ontario/Quebec, Owned accommodation,15.84
Sep-94, Toronto Ontario, Rented accommodation,16.8
Sep-94, Toronto Ontario, Owned accommodation,16.84
Sep-94, Thunder Bay Ontario, Rented accommodation,17.8
Sep-94, Thunder Bay Ontario, Owned accommodation,17.84
Sep-94, Manitoba, Rented accommodation,18.8
Sep-94, Manitoba, Owned accommodation,18.84
Sep-94, Winnipeg Manitoba, Rented accommodation,19.8
Sep-94, Winnipeg Manitoba, Owned accommodation,19.84
Sep-94, Saskatchewan, Rented accommodation,20.8
Sep-94, Saskatchewan, Owned accommodation,20.84
Sep-94, Regina Saskatchewan, Rented accommodation,21.8
Sep-94, Regina Saskatchewan, Owned accommodation,21.84
Sep-94, Saskatoon Saskatchewan, Rented accommodation,22.8
Sep-94, Saskatoon Saskatchewan, Owned accommodation,22.84
Sep-94, Alberta, Rented accommodation,23.8
Sep-94, Alberta, Owned accommodation,23.84
Sep-94, Edmonton Alberta, Rented accommodation,24.8
Sep-94, Edmonton Alberta, Owned accommodation,24.84
Sep-94, Calgary Alberta, Rented accommodation,25.8
Sep-94, Calgary Alberta, Owned accommodation,25.84
Sep-94, British Columbia, Rented accommodation,26.8
Sep-94, British Columbia, Owned accommodation,26.84
Sep-94, Vancouver British Columbia, Rented accommodation,27.8
Sep-94, Vancouver British Columbia, Owned accommodation,27.84
Sep-94, Victoria British Columbia, Rented accommodation,28.8
Sep-94, Victoria British Columbia, Owned accommodation,28.84
Oct-94, Canada, Rented accommodation,2.8
Oct-94, Canada, Owned accommodation,2.84
Oct-94, Newfoundland and Labrador, Rented accommodation,3.8
Oct-94, Newfoundland and Labrador, Owned accommodation,3.84
Oct-94, St. John's Newfoundland and Labrador, Rented accommodation,4.8
Oct-94, St. John's Newfoundland and Labrador, Owned accommodation,4.84
Oct-94, Prince Edward Island, Rented accommodation,5.8
Oct-94, Prince Edward Island, Owned accommodation,5.84
Oct-94, Charlottetown and Summerside Prince Edward Island, Rented accommodation,6.8
Oct-94, Charlottetown and Summerside Prince Edward Island, Owned accommodation,6.84
Oct-94, Nova Scotia, Rented accommodation,7.8
Oct-94, Nova Scotia, Owned accommodation,7.84
Oct-94, Halifax Nova Scotia, Rented accommodation,8.8
Oct-94, Halifax Nova Scotia, Owned accommodation,8.84
Oct-94, New Brunswick, Rented accommodation,9.8
Oct-94, New Brunswick, Owned accommodation,9.84
Oct-94, Saint John New Brunswick, Rented accommodation,10.8
Oct-94, Saint John New Brunswick, Owned accommodation,10.84
Oct-94, Quebec, Rented accommodation,11.8
Oct-94, Quebec, Owned accommodation,11.84
Oct-94, Québec Quebec, Rented accommodation,12.8
Oct-94, Québec Quebec, Owned accommodation,12.84
Oct-94, Montréal Quebec, Rented accommodation,13.8
Oct-94, Montréal Quebec, Owned accommodation,13.84
Oct-94, Ontario, Rented accommodation,14.8
Oct-94, Ontario, Owned accommodation,14.84
Oct-94, Ottawa-Gatineau Ontario part Ontario/Quebec, Rented accommodation,15.8
Oct-94, Ottawa-Gatineau Ontario part Ontario/Quebec, Owned accommodation,15.84
Oct-94, Toronto Ontario, Rented accommodation,16.8
Oct-94, Toronto Ontario, Owned accommodation,16.84
Oct-94, Thunder Bay Ontario, Rented accommodation,17.8
Oct-94, Thunder Bay Ontario, Owned accommodation,17.84
Oct-94, Manitoba, Rented accommodation,18.8
Oct-94, Manitoba, Owned accommodation,18.84
Oct-94, Winnipeg Manitoba, Rented accommodation,19.8
Oct-94, Winnipeg Manitoba, Owned accommodation,19.84
Oct-94, Saskatchewan, Rented accommodation,20.8
Oct-94, Saskatchewan, Owned accommodation,20.84
Oct-94, Regina Saskatchewan, Rented accommodation,21.8
Oct-94, Regina Saskatchewan, Owned accommodation,21.84
Oct-94, Saskatoon Saskatchewan, Rented accommodation,22.8
Oct-94, Saskatoon Saskatchewan, Owned accommodation,22.84
Oct-94, Alberta, Rented accommodation,23.8
Oct-94, Alberta, Owned accommodation,23.84
Oct-94, Edmonton Alberta, Rented accommodation,24.8
Oct-94, Edmonton Alberta, Owned accommodation,24.84
Oct-94, Calgary Alberta, Rented accommodation,25.8
Oct-94, Calgary Alberta, Owned accommodation,25.84
Oct-94, British Columbia, Rented accommodation,26.8
Oct-94, British Columbia, Owned accommodation,26.84
Oct-94, Vancouver British Columbia, Rented accommodation,27.8
Oct-94, Vancouver British Columbia, Owned accommodation,27.84
Oct-94, Victoria British Columbia, Rented accommodation,28.8
Oct-94, Victoria British Columbia, Owned accommodation,28.84
Nov-94, Canada, Rented accommodation,2.8
Nov-94, Canada, Owned accommodation,2.84
Nov-94, Newfoundland and Labrador, Rented accommodation,3.8
Nov-94, Newfoundland and Labrador, Owned accommodation,3.84
Nov-94, St. John's Newfoundland and Labrador, Rented accommodation,4.8
Nov-94, St. John's Newfoundland and Labrador, Owned accommodation,4.84
Nov-94, Prince Edward Island, Rented accommodation,5.8
Nov-94, Prince Edward Island, Owned accommodation,5.84
Nov-94, Charlottetown and Summerside Prince Edward Island, Rented accommodation,6.8
Nov-94, Charlottetown and Summerside Prince Edward Island, Owned accommodation,6.84
Nov-94, Nova Scotia, Rented accommodation,7.8
Nov-94, Nova Scotia, Owned accommodation,7.84
Nov-94, Halifax Nova Scotia, Rented accommodation,8.8
Nov-94, Halifax Nova Scotia, Owned accommodation,8.84
Nov-94, New Brunswick, Rented accommodation,9.8
Nov-94, New Brunswick, Owned accommodation,9.84
Nov-94, Saint John New Brunswick, Rented accommodation,10.8
Nov-94, Saint John New Brunswick, Owned accommodation,10.84
Nov-94, Quebec, Rented accommodation,11.8
Nov-94, Quebec, Owned accommodation,11.84
Nov-94, Québec Quebec, Rented accommodation,12.8
Nov-94, Québec Quebec, Owned accommodation,12.84
Nov-94, Montréal Quebec, Rented accommodation,13.8
Nov-94, Montréal Quebec, Owned accommodation,13.84
Nov-94, Ontario, Rented accommodation,14.8
Nov-94, Ontario, Owned accommodation,14.84
Nov-94, Ottawa-Gatineau Ontario part Ontario/Quebec, Rented accommodation,15.8
Nov-94, Ottawa-Gatineau Ontario part Ontario/Quebec, Owned accommodation,15.84
Nov-94, Toronto Ontario, Rented accommodation,16.8
Nov-94, Toronto Ontario, Owned accommodation,16.84
Nov-94, Thunder Bay Ontario, Rented accommodation,17.8
Nov-94, Thunder Bay Ontario, Owned accommodation,17.84
Nov-94, Manitoba, Rented accommodation,18.8
Nov-94, Manitoba, Owned accommodation,18.84
Nov-94, Winnipeg Manitoba, Rented accommodation,19.8
Nov-94, Winnipeg Manitoba, Owned accommodation,19.84
Nov-94, Saskatchewan, Rented accommodation,20.8
Nov-94, Saskatchewan, Owned accommodation,20.84
Nov-94, Regina Saskatchewan, Rented accommodation,21.8
Nov-94, Regina Saskatchewan, Owned accommodation,21.84
Nov-94, Saskatoon Saskatchewan, Rented accommodation,22.8
Nov-94, Saskatoon Saskatchewan, Owned accommodation,22.84
Nov-94, Alberta, Rented accommodation,23.8
Nov-94, Alberta, Owned accommodation,23.84
Nov-94, Edmonton Alberta, Rented accommodation,24.8
Nov-94, Edmonton Alberta, Owned accommodation,24.84
Nov-94, Calgary Alberta, Rented accommodation,25.8
Nov-94, Calgary Alberta, Owned accommodation,25.84
Nov-94, British Columbia, Rented accommodation,26.8
Nov-94, British Columbia, Owned accommodation,26.84
Nov-94, Vancouver British Columbia, Rented accommodation,27.8
Nov-94, Vancouver British Columbia, Owned accommodation,27.84
Nov-94, Victoria British Columbia, Rented accommodation,28.8
Nov-94, Victoria British Columbia, Owned accommodation,28.84
Dec-94, Canada, Rented accommodation,2.8
Dec-94, Canada, Owned accommodation,2.84
Dec-94, Newfoundland and Labrador, Rented accommodation,3.8
Dec-94, Newfoundland and Labrador, Owned accommodation,3.84
Dec-94, St. John's Newfoundland and Labrador, Rented accommodation,4.8
Dec-94, St. John's Newfoundland and Labrador, Owned accommodation,4.84
Dec-94, Prince Edward Island, Rented accommodation,5.8
Dec-94, Prince Edward Island, Owned accommodation,5.84
Dec-94, Charlottetown and Summerside Prince Edward Island, Rented accommodation,6.8
Dec-94, Charlottetown and Summerside Prince Edward Island, Owned accommodation,6.84
Dec-94, Nova Scotia, Rented accommodation,7.8
Dec-94, Nova Scotia, Owned accommodation,7.84
Dec-94, Halifax Nova Scotia, Rented accommodation,8.8
Dec-94, Halifax Nova Scotia, Owned accommodation,8.84
Dec-94, New Brunswick, Rented accommodation,9.8
Dec-94, New Brunswick, Owned accommodation,9.84
Dec-94, Saint John New Brunswick, Rented accommodation,10.8
Dec-94, Saint John New Brunswick, Owned accommodation,10.84
Dec-94, Quebec, Rented accommodation,11.8
Dec-94, Quebec, Owned accommodation,11.84
Dec-94, Québec Quebec, Rented accommodation,12.8
Dec-94, Québec Quebec, Owned accommodation,12.84
Dec-94, Montréal Quebec, Rented accommodation,13.8
Dec-94, Montréal Quebec, Owned accommodation,13.84
Dec-94, Ontario, Rented accommodation,14.8
Dec-94, Ontario, Owned accommodation,14.84
Dec-94, Ottawa-Gatineau Ontario part Ontario/Quebec, Rented accommodation,15.8
Dec-94, Ottawa-Gatineau Ontario part Ontario/Quebec, Owned accommodation,15.84
Dec-94, Toronto Ontario, Rented accommodation,16.8
Dec-94, Toronto Ontario, Owned accommodation,16.84
Dec-94, Thunder Bay Ontario, Rented accommodation,17.8
Dec-94, Thunder Bay Ontario, Owned accommodation,17.84
Dec-94, Manitoba, Rented accommodation,18.8
Dec-94, Manitoba, Owned accommodation,18.84
Dec-94, Winnipeg Manitoba, Rented accommodation,19.8
Dec-94, Winnipeg Manitoba, Owned accommodation,19.84
Dec-94, Saskatchewan, Rented accommodation,20.8
Dec-94, Saskatchewan, Owned accommodation,20.84
Dec-94, Regina Saskatchewan, Rented accommodation,21.8
Dec-94, Regina Saskatchewan, Owned accommodation,21.84
Dec-94, Saskatoon Saskatchewan, Rented accommodation,22.8
Dec-94, Saskatoon Saskatchewan, Owned accommodation,22.84
Dec-94, Alberta, Rented accommodation,23.8
Dec-94, Alberta, Owned accommodation,23.84
Dec-94, Edmonton Alberta, Rented accommodation,24.8
Dec-94, Edmonton Alberta, Owned accommodation,24.84
Dec-94, Calgary Alberta, Rented accommodation,25.8
Dec-94, Calgary Alberta, Owned accommodation,25.84
Dec-94, British Columbia, Rented accommodation,26.8
Dec-94, British Columbia, Owned accommodation,26.84
Dec-94, Vancouver British Columbia, Rented accommodation,27.8
Dec-94, Vancouver British Columbia, Owned accommodation,27.84
Dec-94, Victoria British Columbia, Rented accommodation,28.8
Dec-94, Victoria British Columbia, Owned accommodation,28.84
Jan-95, Canada, Rented accommodation,2.8
Jan-95, Canada, Owned accommodation,2.84
Jan-95, Newfoundland and Labrador, Rented accommodation,3.8
Jan-95, Newfoundland and Labrador, Owned accommodation,3.84
Jan-95, St. John's Newfoundland and Labrador, Rented accommodation,4.8
Jan-95, St. John's Newfoundland and Labrador, Owned accommodation,4.84
Jan-95, Prince Edward Island, Rented accommodation,5.8
Jan-95, Prince Edward Island, Owned accommodation,5.84
Jan-95, Charlottetown and Summerside Prince Edward Island, Rented accommodation,6.8
Jan-95, Charlottetown and Summerside Prince Edward Island, Owned accommodation,6.84
Jan-95, Nova Scotia, Rented accommodation,7.8
Jan-95, Nova Scotia, Owned accommodation,7.84
Jan-95, Halifax Nova Scotia, Rented accommodation,8.8
Jan-95, Halifax Nova Scotia, Owned accommodation,8.84
Jan-95, New Brunswick, Rented accommodation,9.8
Jan-95, New Brunswick, Owned accommodation,9.84
Jan-95, Saint John New Brunswick, Rented accommodation,10.8
Jan-95, Saint John New Brunswick, Owned accommodation,10.84
Jan-95, Quebec, Rented accommodation,11.8
Jan-95, Quebec, Owned accommodation,11.84
Jan-95, Québec Quebec, Rented accommodation,12.8
Jan-95, Québec Quebec, Owned accommodation,12.84
Jan-95, Montréal Quebec, Rented accommodation,13.8
Jan-95, Montréal Quebec, Owned accommodation,13.84
Jan-95, Ontario, Rented accommodation,14.8
Jan-95, Ontario, Owned accommodation,14.84
Jan-95, Ottawa-Gatineau Ontario part Ontario/Quebec, Rented accommodation,15.8
Jan-95, Ottawa-Gatineau Ontario part Ontario/Quebec, Owned accommodation,15.84
Jan-95, Toronto Ontario, Rented accommodation,16.8
Jan-95, Toronto Ontario, Owned accommodation,16.84
Jan-95, Thunder Bay Ontario, Rented accommodation,17.8
Jan-95, Thunder Bay Ontario, Owned accommodation,17.84
Jan-95, Manitoba, Rented accommodation,18.8
Jan-95, Manitoba, Owned accommodation,18.84
Jan-95, Winnipeg Manitoba, Rented accommodation,19.8
Jan-95, Winnipeg Manitoba, Owned accommodation,19.84
Jan-95, Saskatchewan, Rented accommodation,20.8
Jan-95, Saskatchewan, Owned accommodation,20.84
Jan-95, Regina Saskatchewan, Rented accommodation,21.8
Jan-95, Regina Saskatchewan, Owned accommodation,21.84
Jan-95, Saskatoon Saskatchewan, Rented accommodation,22.8
Jan-95, Saskatoon Saskatchewan, Owned accommodation,22.84
Jan-95, Alberta, Rented accommodation,23.8
Jan-95, Alberta, Owned accommodation,23.84
Jan-95, Edmonton Alberta, Rented accommodation,24.8
Jan-95, Edmonton Alberta, Owned accommodation,24.84
Jan-95, Calgary Alberta, Rented accommodation,25.8
Jan-95, Calgary Alberta, Owned accommodation,25.84
Jan-95, British Columbia, Rented accommodation,26.8
Jan-95, British Columbia, Owned accommodation,26.84
Jan-95, Vancouver British Columbia, Rented accommodation,27.8
Jan-95, Vancouver British Columbia, Owned accommodation,27.84
Jan-95, Victoria British Columbia, Rented accommodation,28.8
Jan-95, Victoria British Columbia, Owned accommodation,28.84
Feb-95, Canada, Rented accommodation,2.8
Feb-95, Canada, Owned accommodation,2.84
Feb-95, Newfoundland and Labrador, Rented accommodation,3.8
Feb-95, Newfoundland and Labrador, Owned accommodation,3.84
Feb-95, St. John's Newfoundland and Labrador, Rented accommodation,4.8
Feb-95, St. John's Newfoundland and Labrador, Owned accommodation,4.84
Feb-95, Prince Edward Island, Rented accommodation,5.8
Feb-95, Prince Edward Island, Owned accommodation,5.84
Feb-95, Charlottetown and Summerside Prince Edward Island, Rented accommodation,6.8
Feb-95, Charlottetown and Summerside Prince Edward Island, Owned accommodation,6.84
Feb-95, Nova Scotia, Rented accommodation,7.8
